,NO,일반/집합 구분,대지위치,도로명주소,건물명칭,동명칭,세대,호,가구,대지면적(㎡),건축면적(㎡),연면적(㎡),용적률산정용면적(㎡),건폐율(%),용적률(%),주구조,용도,지붕구조,지하층수(층),지상층수(층),높이(ｍ),부속건축물(동),부속건축물(㎡),주차장_자주식_옥내(대),주차장_자주식_옥외(대),주차장_자주식_인근(대),주차장_기계식_옥내(대),주차장_기계식_옥외(대),주차장_기계식_인근(대),주차장면제(대),승용승강기(대),비상용승강기(대),허가일자,착공일자,사용승인일자,에너지효율등급,에너지절감률(%),에너지성능지표(EPI)점수,친환경인증등급,친환경인증점수,지능형인증등급,지능형인증점수,위도,경도,위경도
1019,29,일반,서울특별시 관악구 신림동 607-73,서울특별시 관악구  ,,,0,0,0,5479,3322.22,4850.42,4850.42,60.64,88.53,철근콘크리트구조,판매시설,(철근)콘크리트,0,3,14.6,0,0,0,77,0,0,0,0,0,1,0,1999-03-02,1999-07-09,2000-01-11,,0,0,,0,,0,37.4743425,126.9179823,"(37.4743425,126.9179823)"
1020,30,집합,서울특별시 관악구 신림동 637-1,서울특별시 관악구  ,,,0,2,0,0,1208.6,1726.39,1507.08,0,0,철근콘크리트구조,판매시설,(철근)콘크리트,1,2,0,0,0,0,0,0,0,0,0,0,0,0,,,1976-12-22,,0,0,,0,,0,37.4703004,126.9204532,"(37.4703003999999,126.9204532)"
1021,31,집합,서울특별시 관악구 신림동 746-43,서울특별시 관악구 문성로 ,신림건영상가,상가동,0,57,0,0,496.31,2451.74,1973.39,0,0,철근콘크리트구조,판매시설,(철근)콘크리트,1,4,0,0,0,0,0,0,0,0,0,0,0,0,1983-07-13,,1984-10-16,,0,0,,0,,0,37.4763358,126.9123313,"(37.4763358,126.9123313)"
1022,1,집합,서울특별시 성북구 돈암동 609-1,서울특별시 성북구 성북로4길 ,한진아파트,418동(서관),0,35,0,1760,878.81,7248.67,4950.45,49.93,281.28,철근콘크리트구조,판매시설,(철근)콘크리트,1,7,32.7,0,0,45,11,0,0,0,0,0,2,0,,1991-01-12,2003-12-31,,0,0,,0,,0,37.5948229,127.0103257,"(37.5948229,127.0103257)"
1023,2,집합,서울특별시 성북구 돈암동 609-1,서울특별시 성북구 성북로4길 52,한진아파트,418동(주차장),0,0,0,0,0,1995,0,0,0,철근콘크리트구조,판매시설,(철근)콘크리트,2,0,0,0,0,45,11,0,0,0,0,0,2,0,,1991-01-12,2003-12-31,,0,0,,0,,0,37.5948229,127.0103257,"(37.5948229,127.0103257)"
1024,3,집합,서울특별시 성북구 동선동1가 1-2,서울특별시 성북구 동소문로 ,유타,,0,998,0,2159.6,1060.48,26488.2,14724.84,49.1,681.83,철골철근콘크리트구조,판매시설,(철근)콘크리트,7,14,80.5,0,0,176,0,0,0,0,0,0,2,2,2004-05-03,2005-03-28,2008-09-02,,0,0,,0,,0,37.5926156,127.0171841,"(37.5926156,127.0171841)"
1025,4,일반,서울특별시 성북구 석관동 223,서울특별시 성북구  ,,,0,0,1,0,0,49.59,49.59,0,0,일반목구조,판매시설,기와,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,,0,,0,37.6119421,127.0595435,"(37.6119421,127.0595435)"
1026,5,집합,서울특별시 성북구 석관동 338-18,서울특별시 성북구 화랑로 202,,,41,127,0,0,2654.55,5871.74,5706.45,0,0,철근콘크리트구조,판매시설,(철근)콘크리트,1,3,0,0,0,0,0,0,0,0,0,0,0,0,,,1971-05-06,,0,0,,0,,0,37.6082123,127.052707,"(37.6082123,127.052707)"
1027,6,일반,서울특별시 성북구 장위동 229-33,서울특별시 성북구 장위로 55,(주)우리은행 장위동지점,,0,0,1,0,0,1091.64,755.08,0,0,철근콘크리트구조,판매시설,(철근)콘크리트,1,3,0,0,0,0,0,0,0,0,0,0,0,0,,,1974-11-01,,0,0,,0,,0,37.6141564,127.0428466,"(37.6141564,127.0428466)"
1028,7,일반,서울특별시 성북구 장위동 301,서울특별시 성북구 한천로101길 59,,,0,0,0,0,0,1854.29,1630.32,0,0,철근콘크리트구조,판매시설,(철근)콘크리트,0,3,0,0,0,0,0,0,0,0,0,0,0,0,,,1972-09-15,,0,0,,0,,0,37.6213218,127.0479728,"(37.6213218,127.047972799999)"
1029,8,일반,서울특별시 성북구 장위동 43-25,서울특별시 성북구 한천로 ,,,0,0,0,558,269.96,1440.85,1086.17,48.38,194.65,철근콘크리트구조,판매시설,(철근)콘크리트,1,4,0,0,0,0,0,0,0,0,0,0,0,0,1986-06-10,,1987-08-10,,0,0,,0,,0,37.6133459,127.0598397,"(37.6133459,127.0598397)"
1030,9,집합,서울특별시 성북구 장위동 68-1014,서울특별시 성북구 장위로 122-3,,,18,1,0,2087.7,1043,9828.61,6246.73,49.96,299.22,철근콘크리트구조,판매시설,(철근)콘크리트,3,9,33.2,0,0,9,12,0,56,0,0,0,4,0,1992-07-02,1992-07-15,1994-04-26,,0,0,,0,,0,37.6129203,127.0502919,"(37.6129203,127.0502919)"
1031,10,일반,서울특별시 성북구 정릉동 771-7,서울특별시 성북구 보국문로 145,,,0,0,0,0,0,1377.16,1013.52,0,0,벽돌구조,판매시설,(철근)콘크리트,1,2,0,1,150.81,0,0,0,0,0,0,0,0,0,,,1968-12-13,,0,0,,0,,0,37.6159483,127.0046478,"(37.6159482999999,127.0046478)"
1032,11,집합,서울특별시 성북구 종암동 3-1342,서울특별시 성북구 종암로 ,,,0,303,0,0,1649.98,10250.73,8249.9,0,0,철근콘크리트구조,판매시설,(철근)콘크리트,1,5,0,0,0,0,0,0,0,0,0,0,0,0,,,1980-05-28,,0,0,,0,,0,37.6014423,127.0327301,"(37.6014423,127.0327301)"
1033,12,집합,서울특별시 성북구 종암동 3-982,서울특별시 성북구  ,,바,0,9,0,0,416.53,416.53,416.53,0,0,블록구조,판매시설,(철근)콘크리트,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,1966-06-08,,0,0,,0,,0,37.6026472,127.0328091,"(37.6026472,127.0328091)"
1034,13,집합,서울특별시 성북구 종암동 3-996,서울특별시 성북구  ,,사,0,7,0,0,345.02,345.02,345.02,0,0,블록구조,판매시설,(철근)콘크리트,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,1966-06-08,,0,0,,0,,0,37.6025167,127.0331682,"(37.6025167,127.0331682)"
1035,14,집합,서울특별시 성북구 하월곡동 46-73,서울특별시 성북구 화랑로 ,하월곡동 46-73 판매시설 (코웨이주식회사),코업스타클래스,120,158,0,12694,6332.17,124700.55,50760.04,49.88,399.87,철근콘크리트구조,판매시설,(철근)콘크리트,5,41,140.75,0,0,1263,0,0,0,0,0,0,9,3,2006-09-29,2007-01-10,2010-07-02,,0,0,,0,,0,37.6018326,127.0404609,"(37.6018326,127.0404609)"
1036,15,일반,서울특별시 성북구 하월곡동 82-231,서울특별시 성북구 오패산로3길 136-5,,,0,0,1,0,0,3665.46,3665.46,0,0,철근콘크리트구조,판매시설,(철근)콘크리트,0,3,0,0,0,0,0,0,0,0,0,0,0,0,,,1968-07-25,,0,0,,0,,0,37.6090902,127.0336648,"(37.6090902,127.0336648)"
1037,1,일반,서울특별시 구로구 가리봉동 135-6,서울특별시 구로구 디지털로 ,,,0,0,0,0,0,445.62,0,0,0,철근콘크리트구조,판매시설,(철근)콘크리트,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1981-01-31,,0,0,,0,,0,37.4801103,126.8911272,"(37.4801102999999,126.8911272)"
1038,2,집합,서울특별시 구로구 개봉동 161-4,서울특별시 구로구 경인로 ,(주)하이마트,,0,6,0,1640,683.2,2211.54,2211.54,41.66,134.85,일반철골구조,판매시설,기타지붕,0,4,24,0,0,4,18,0,0,0,0,0,1,0,2007-10-30,2007-11-15,2008-05-30,,0,0,,0,,0,37.4970698,126.8572239,"(37.4970698,126.8572239)"
1039,3,집합,서울특별시 구로구 개봉동 20-1,서울특별시 구로구 고척로21나길 48-80,창동아파트,2동(상가),0,4,4,0,98.4,196.8,98.4,0,0,철근콘크리트구조,판매시설,(철근)콘크리트,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1987-05-08,,1987-12-05,,0,0,,0,,0,37.5040054,126.8426892,"(37.5040054,126.8426892)"
1040,4,집합,서울특별시 구로구 개봉동 361-1,서울특별시 구로구 개봉로3길 ,개봉프라자,,19,0,0,1737.9,0,9650.92,0,0,0,철근콘크리트구조,판매시설,(철근)콘크리트,3,8,26.3,0,0,0,0,0,0,0,0,0,0,0,1992-03-27,1992-03-29,1993-12-30,,0,0,,0,,0,37.4859882,126.8534403,"(37.4859882,126.8534403)"
1041,5,집합,서울특별시 구로구 고척동 103-4,서울특별시 구로구 경인로43길 ,,나동,0,229,229,0,2649.92,7353.88,4755.9,0,0,철근콘크리트구조,판매시설,(철근)콘크리트,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1985-05-06,,1986-11-29,,0,0,,0,,0,37.4998205,126.8607746,"(37.4998205,126.8607746)"
1042,6,집합,서울특별시 구로구 고척동 103-4,서울특별시 구로구 중앙로3길 50,,가동,0,929,929,0,11688.53,37209.92,24583.48,0,0,철근콘크리트구조,판매시설,(철근)콘크리트,1,3,0,0,0,0,0,0,0,0,0,0,0,0,1985-05-06,,1986-11-29,,0,0,,0,,0,37.4998205,126.8607746,"(37.4998205,126.8607746)"
1043,7,집합,서울특별시 구로구 고척동 103-4,서울특별시 구로구 중앙로3길 ,,가1동,0,128,128,0,1628.1,3109.5,3109.5,0,0,철근콘크리트구조,판매시설,(철근)콘크리트,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1985-05-06,,1986-11-29,,0,0,,0,,0,37.4998205,126.8607746,"(37.4998205,126.8607746)"
1044,8,집합,서울특별시 구로구 고척동 141-1,서울특별시 구로구 중앙로5길 ,,,0,94,94,0,704.7,3209.94,2505.24,0,0,철근콘크리트구조,판매시설,(철근)콘크리트,1,4,0,0,0,0,0,0,0,0,0,0,0,0,1988-03-11,,1989-07-25,,0,0,,0,,0,37.50255,126.8605639,"(37.50255,126.8605639)"
1045,9,일반,서울특별시 구로구 고척동 271-183,서울특별시 구로구 경인로35길 113-8,,,0,0,0,0,397.02,1493.55,1091.57,0,0,철근콘크리트구조,판매시설,(철근)콘크리트,1,3,0,0,0,0,0,0,0,0,0,0,0,0,,,1979-09-29,,0,0,,0,,0,37.5015374,126.8516136,"(37.5015374,126.8516136)"
1046,10,일반,서울특별시 구로구 고척동 50-48,서울특별시 구로구 중앙로 ,나동,,0,0,0,0,2249.85,9971.35,7654.5,0,0,철근콘크리트구조,판매시설,(철근)콘크리트,1,4,0,0,0,0,0,0,0,0,0,0,0,0,1988-08-13,,1989-05-19,,0,0,,0,,0,37.5037876,126.8627871,"(37.5037876,126.8627871)"
1047,11,집합,서울특별시 구로구 고척동 76-41,서울특별시 구로구 중앙로1길 ,일.이.삼전자타운3동,,0,642,672,3461,1959.99,24030.1,13175.97,56.63,380.7,철근콘크리트구조,판매시설,(철근)콘크리트,4,7,29.1,0,0,167,2,0,0,0,0,0,2,1,1997-05-19,1997-08-26,1999-09-18,,0,0,,0,,0,37.49811,126.8626536,"(37.49811,126.8626536)"
1048,12,집합,서울특별시 구로구 고척동 83-6,서울특별시 구로구 중앙로3길 ,동국종합상가,A동,0,110,120,2089,1326.4,9567.9,6182,59.18,203.43,철근콘크리트구조,판매시설,(철근)콘크리트,2,5,18.95,0,0,28,35,0,0,0,0,0,1,0,1991-02-28,1991-04-26,1992-11-02,,0,0,,0,,0,37.4986439,126.8618995,"(37.4986439,126.8618995)"
1049,13,집합,서울특별시 구로구 고척동 94-8,서울특별시 구로구 경서로 6,,,0,62,0,971.96,481.5,2247.86,1520.12,49.54,156.4,철근콘크리트구조,판매시설,(철근)콘크리트,1,4,0,0,0,0,0,0,0,0,0,0,0,0,1983-06-21,,1984-01-28,,0,0,,0,,0,37.4982185,126.8569318,"(37.4982185,126.8569318)"
1050,14,일반,서울특별시 구로구 구로동 104-11,서울특별시 구로구 가마산로 277,하이마트 구로점,,0,0,0,857.6,512.27,1236.59,1236.59,59.73,144.19,일반철골구조,판매시설,기타지붕,0,3,16.3,0,0,12,0,0,0,0,0,0,0,0,2003-11-29,2004-02-05,2004-04-26,,0,0,,0,,0,37.4966057,126.8907749,"(37.4966057,126.8907749)"
1051,15,일반,서울특별시 구로구 구로동 1125-5,서울특별시 구로구 시흥대로 563,,,0,0,0,609.3,195.7,974.54,782.8,32.12,128.48,철근콘크리트구조,판매시설,(철근)콘크리트,1,4,0,0,0,0,0,0,0,0,0,0,0,0,,,1980-05-03,,0,0,,0,,0,37.4834071,126.9014015,"(37.4834071,126.9014015)"
1052,16,집합,서울특별시 구로구 구로동 120,서울특별시 구로구 도림천로 ,대림2차우성아파트,,118,4,4,0,2188.08,20829.66,13237.86,0,0,철근콘크리트구조,판매시설,(철근)콘크리트,2,15,0,0,0,0,0,0,0,0,0,0,0,0,1985-10-19,,1987-12-11,,0,0,,0,,0,37.4940985,126.8938293,"(37.4940985,126.8938293)"
1053,17,집합,서울특별시 구로구 구로동 1258,서울특별시 구로구 경인로53길 ,중앙유통단지지하층판매(편익),시설및창고(조작장),0,314,0,0,612.84,59596.35,612.84,0,0,철근콘크리트구조,판매시설,(철근)콘크리트,3,0,0,5,612.84,0,0,0,0,0,0,0,0,0,1993-06-28,1993-07-07,1996-12-30,,0,0,,0,,0,37.5009026,126.8745811,"(37.5009026,126.8745811)"
1054,18,집합,서울특별시 구로구 구로동 1258,서울특별시 구로구 경인로53길 ,중앙유통단지,상가동,0,3458,0,0,34661.8,202569.65,106752.51,0,0,철근콘크리트구조,판매시설,(철근)콘크리트,3,4,0,4,1387.03,0,0,0,0,0,0,0,0,0,1993-06-28,1993-07-07,1996-12-30,,0,0,,0,,0,37.5009026,126.8745811,"(37.5009026,126.8745811)"
1055,19,집합,서울특별시 구로구 구로동 256-1,서울특별시 구로구 디지털로31길 90,삼성래미안아파트,상가동,0,35,0,0,721.629,3931.546,1944.199,0,0,철근콘크리트구조,판매시설,(철근)콘크리트,3,3,16.7,0,0,0,0,0,0,0,0,0,0,0,1999-12-24,2001-05-10,2004-05-29,,0,0,,0,,0,37.4877479,126.8918985,"(37.4877479,126.8918985)"
1056,20,집합,서울특별시 구로구 구로동 3-25,서울특별시 구로구 새말로 ,신도림테크노마트,,0,4402,0,22711,11900.82,305934.25,168753.31,52.4,743.05,철골철근콘크리트구조,판매시설,(철근)콘크리트,7,40,180,0,0,2179,14,0,152,0,0,0,33,6,2005-02-24,2005-03-30,2007-12-28,,0,0,,0,,0,37.5069877,126.8903509,"(37.5069877,126.8903509)"
1057,21,집합,서울특별시 구로구 구로동 314,서울특별시 구로구 구로중앙로7길 ,극동상가,,0,107,0,19.32,934.27,5144.9,3737.08,0,0,철근콘크리트구조,판매시설,(철근)콘크리트,1,4,0,0,0,0,0,0,0,0,0,0,0,0,1983-11-24,,1984-12-08,,0,0,,0,,0,37.491039,126.8897999,"(37.491039,126.8897999)"
1058,22,집합,서울특별시 구로구 구로동 560,서울특별시 구로구 새말로9길 ,신도림현대아파트,상가,0,57,57,0,308.57,1498.66,793.96,0,0,철근콘크리트구조,판매시설,(철근)콘크리트,1,3,0,0,0,0,0,0,0,0,0,0,0,0,1991-09-13,1991-10-01,1994-01-21,,0,0,,0,,0,37.5048136,126.8858468,"(37.5048136,126.885846799999)"
1059,23,집합,서울특별시 구로구 구로동 573,서울특별시 구로구 구로중앙로 ,NC백화점,,0,2,0,13761,7155.21,100217.24,46723,52,339.53,철골철근콘크리트구조,판매시설,(철근)콘크리트,5,9,54,0,0,732,0,0,15,0,0,0,9,3,1991-01-22,1991-02-28,1993-08-25,,0,0,,0,,0,37.5011882,126.8828414,"(37.5011882,126.8828414)"
1060,24,집합,서울특별시 구로구 구로동 606-1,서울특별시 구로구 구로중앙로 ,,디블럭동,0,58,58,0,0,3711.74,0,0,0,철근콘크리트구조,판매시설,(철근)콘크리트,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1981-12-03,,0,0,,0,,0,37.5032195,126.8778939,"(37.5032195,126.8778939)"
1061,25,집합,서울특별시 구로구 구로동 606-1,서울특별시 구로구 구로중앙로 ,,에이블럭동,0,35,35,0,0,3723.97,0,0,0,철근콘크리트구조,판매시설,(철근)콘크리트,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1981-12-03,,0,0,,0,,0,37.5032195,126.8778939,"(37.5032195,126.8778939)"
1062,26,집합,서울특별시 구로구 구로동 606-1,서울특별시 구로구 구로중앙로 ,,비블럭동,0,35,35,0,0,3723.97,0,0,0,철근콘크리트구조,판매시설,(철근)콘크리트,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1981-12-03,,0,0,,0,,0,37.5032195,126.8778939,"(37.5032195,126.8778939)"
1063,27,집합,서울특별시 구로구 구로동 606-1,서울특별시 구로구 구로중앙로 ,,씨블럭동,0,59,59,0,0,3711.74,0,0,0,철근콘크리트구조,판매시설,(철근)콘크리트,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1981-12-03,,0,0,,0,,0,37.5032195,126.8778939,"(37.5032195,126.8778939)"
1064,28,집합,서울특별시 구로구 구로동 614-33,서울특별시 구로구 구로중앙로 237,라이프공구종합상가,,0,265,265,4096,1758.06,13088.57,8458.46,42.92,206.51,철근콘크리트구조,판매시설,(철근)콘크리트,2,5,17.7,0,0,94,20,0,0,0,0,0,2,0,1991-01-03,1992-10-01,1992-12-21,,0,0,,0,,0,37.506226,126.8753407,"(37.506226,126.8753407)"
1065,29,집합,서울특별시 구로구 구로동 636-62,서울특별시 구로구 경인로54길 ,구로유통상가,A동,0,382,379,0,2900.04,24732.86,7954.56,0,0,철근콘크리트구조,판매시설,(철근)콘크리트,2,3,0,0,0,0,0,0,0,0,0,0,0,0,1991-02-13,1991-02-17,1995-04-13,,0,0,,0,,0,37.500608,126.8778967,"(37.500608,126.8778967)"
1066,30,집합,서울특별시 구로구 구로동 636-62,서울특별시 구로구 경인로54길 4,구로유통상가,B동,0,171,174,0,1252.32,4702.68,4702.68,0,0,철근콘크리트구조,판매시설,(철근)콘크리트,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1991-02-13,1991-02-17,1995-04-13,,0,0,,0,,0,37.500608,126.8778967,"(37.500608,126.8778967)"
1067,31,일반,서울특별시 구로구 구로동 636-89,서울특별시 구로구 경인로 482,롯데마트 구로점,롯데마트 구로점,0,0,0,15845.78,8385.26,59898.45,49573.19,52.92,312.85,철근콘크리트구조,판매시설,(철근)콘크리트,1,7,47.32,0,0,824,7,0,0,0,0,0,2,0,2000-07-05,2004-07-15,2005-10-19,,0,0,,0,,0,37.4982422,126.8726634,"(37.4982422,126.8726634)"
1068,32,집합,서울특별시 구로구 구로동 685-124,서울특별시 구로구 구일로8길 ,중앙구로하이츠,상가동,0,33,33,0,598.065,3327.825,1773.825,0,0,철근콘크리트구조,판매시설,(철근)콘크리트,1,3,0,0,0,0,0,0,0,0,0,0,0,0,1986-05-31,,1987-11-17,,0,0,,0,,0,37.496791,126.87611,"(37.496791,126.87611)"
1069,33,집합,서울특별시 구로구 구로동 685-140,서울특별시 구로구 구일로10길 ,,,0,227,0,1637,813.2,7262.45,4817.87,49.68,294.31,철근콘크리트구조,판매시설,(철근)콘크리트,2,6,0,0,0,0,0,0,0,0,0,0,0,0,1987-11-11,,1988-11-14,,0,0,,0,,0,37.4958771,126.8769933,"(37.4958771,126.8769933)"
1070,34,집합,서울특별시 구로구 구로동 685-147,서울특별시 구로구 구일로10길 ,,상가,0,37,37,0,306.911,1705.1,1141.97,0,0,철근콘크리트구조,판매시설,(철근)콘크리트,1,4,0,0,0,0,0,0,0,0,0,0,0,0,1986-06-19,,1987-10-29,,0,0,,0,,0,37.4960512,126.8752231,"(37.4960512,126.8752231)"
1071,35,집합,서울특별시 구로구 구로동 685-215,서울특별시 구로구 구일로4길 ,종합상가,,0,29,0,0,571.67,2024.34,1119.22,0,0,철근콘크리트구조,판매시설,(철근)콘크리트,1,2,0,0,0,0,0,0,0,0,0,0,0,0,,,1986-06-30,,0,0,,0,,0,37.492018,126.8757929,"(37.492018,126.8757929)"
1072,36,집합,서울특별시 구로구 구로동 685-70,서울특별시 구로구 구일로4길 46,현대연예인아파트,상가동,0,53,52,0,667.8,2337.6,1335.6,0,0,철근콘크리트구조,판매시설,(철근)콘크리트,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1987-09-02,,1989-08-28,,0,0,,0,,0,37.4929871,126.8771082,"(37.4929871,126.8771082)"
1073,37,집합,서울특별시 구로구 궁동 213-21,서울특별시 구로구 오리로 ,우신상가,,0,53,0,0,708.58,3463.98,2091.97,0,0,철근콘크리트구조,판매시설,(철근)콘크리트,1,3,0,0,0,0,0,0,0,0,0,0,0,0,1987-04-30,,1988-11-21,,0,0,,0,,0,37.4942451,126.8305225,"(37.4942451,126.8305225)"
1074,38,집합,서울특별시 구로구 신도림동 640,서울특별시 구로구 경인로66길 ,신성은하수아파트,상가동,0,7,7,0,198,396,366,0,0,철근콘크리트구조,판매시설,(철근)콘크리트,1,2,6.2,0,0,0,0,0,0,0,0,0,0,0,1994-11-24,1995-03-25,1997-07-01,,0,0,,0,,0,37.507658,126.8873699,"(37.507658,126.8873699)"
1075,39,집합,서울특별시 구로구 신도림동 692,서울특별시 구로구 경인로 ,디큐브시티,타워동,0,35,0,25756.8,11614.29,229988.69,114426.31,45.09,444.26,철골철근콘크리트구조,판매시설,(철근)콘크리트,8,42,189.95,0,0,2447,0,0,0,0,0,0,31,5,2007-03-08,2007-07-04,2011-08-04,2,0,0,2,0,,0,37.5086043,126.8889308,"(37.5086043,126.8889308)"
1076,40,집합,서울특별시 구로구 오류동 47-1,서울특별시 구로구 경인로 ,,,0,265,0,0,1523.42,13224,7567.2,0,0,철근콘크리트구조,판매시설,(철근)콘크리트,3,5,0,0,0,0,0,0,0,0,0,0,0,0,1983-11-30,,1986-12-30,,0,0,,0,,0,37.4950257,126.8426525,"(37.4950257,126.8426525)"
1077,41,집합,서울특별시 구로구 오류동 97-4,서울특별시 구로구 경인로 83,서울가든빌라상가,,0,13,3,0,81.69,586.97,245.07,0,0,철근콘크리트구조,판매시설,(철근)콘크리트,1,3,0,0,0,0,0,0,0,0,0,0,0,0,1987-04-22,,1987-12-03,,0,0,,0,,0,37.4923368,126.831053,"(37.4923368,126.831053)"
1078,42,집합,서울특별시 구로구 온수동 44-1,서울특별시 구로구 경인로 19,동진상가,11동,0,32,32,0,240.97,1286.97,722.91,0,0,벽돌구조,판매시설,(철근)콘크리트,1,3,0,0,0,0,0,0,0,0,0,0,0,0,1988-04-18,,1988-11-19,,0,0,,0,,0,37.4909992,126.8254347,"(37.4909992,126.8254347)"
1079,1,일반,서울특별시 양천구 목동 405-112,서울특별시 양천구 오목로 332,LG전자 베스트샵 목동점,,0,0,0,1856,826.34,2117.93,2117.93,44.52,114.11,일반철골구조,판매시설,기타지붕,0,3,16.6,0,0,0,21,0,0,0,0,0,1,0,2018-11-12,2019-01-04,2019-04-22,,0,0,,0,,0,37.5244001,126.8741308,"(37.5244001,126.8741308)"
1080,2,일반,서울특별시 양천구 목동 405-268,서울특별시 양천구 오목로 340,협성빌딩,협성빌딩(A동),0,0,0,2140,585.74,3730.31,2933.45,27.37,137.08,일반철골구조,판매시설,(철근)콘크리트,1,6,22.6,1,48.28,0,0,0,0,0,0,0,1,0,2002-09-18,2002-10-02,2003-05-22,,0,0,,0,,0,37.5242959,126.8749473,"(37.5242959,126.8749473)"
1081,3,일반,서울특별시 양천구 목동 919-7,서울특별시 양천구 목동서로 170,홈플러스 목동점,,0,0,0,10578.4,6645.68,47172.03,9561.25,62.82,90.38,프리케스트콘크리트구조,판매시설,(철근)콘크리트,2,6,30.7,0,0,807,7,0,0,0,0,0,1,0,1999-11-17,2000-02-01,2001-07-02,,0,0,,0,,0,37.5303291,126.8732662,"(37.5303291,126.8732662)"
1082,4,일반,서울특별시 양천구 신월동 217-21,서울특별시 양천구 곰달래로2길 ,윈플러스,,0,0,0,2301.4,1137.06,1993.91,1993.91,49.41,86.64,일반철골구조,판매시설,기타지붕,0,2,11.45,0,0,0,20,0,0,0,0,0,1,0,2003-11-17,2003-11-30,2004-04-12,,0,0,,0,,0,37.5264076,126.8362804,"(37.5264076,126.8362804)"
1083,5,일반,서울특별시 양천구 신월동 23-5,서울특별시 양천구 화곡로 99,,,0,0,0,1103,547.61,1730.12,1730.12,49.65,156.86,일반철골구조,판매시설,(철근)콘크리트,0,5,23.1,0,0,0,17,0,0,0,0,0,1,0,2019-07-19,2019-10-11,2020-02-14,,0,0,,0,,0,37.5399353,126.8329064,"(37.5399353,126.8329064)"
1084,6,일반,서울특별시 양천구 신월동 26,서울특별시 양천구 화곡로 59,,,0,0,0,5695.5,2845.1,4280.54,3589.66,49.95,63.03,철근콘크리트구조,판매시설,(철근)콘크리트,1,2,15.75,0,0,0,0,0,0,0,0,0,0,0,1992-01-14,1993-03-16,1993-05-03,,0,0,,0,,0,37.5397713,126.8287708,"(37.5397713,126.8287708)"
1085,7,일반,서울특별시 양천구 신월동 575-17,서울특별시 양천구 남부순환로79길 37,,,0,0,0,2292.8,1348.64,2936.74,2612.44,58.83,113.95,철근콘크리트구조,판매시설,(철근)콘크리트,1,3,10.4,0,0,0,9,0,0,0,0,0,0,0,,,1980-12-29,,0,0,,0,,0,37.5183986,126.8431569,"(37.5183986,126.8431569)"
1086,8,집합,서울특별시 양천구 신월동 591-1,서울특별시 양천구 중앙로29길 55,신안약수아파트,상가,0,30,0,0,153.72,1200.69,582.83,0,0,철근콘크리트구조,판매시설,(철근)콘크리트,1,4,0,0,0,0,0,0,0,0,0,0,0,0,1985-03-14,,1985-12-07,,0,0,,0,,0,37.5165269,126.8474476,"(37.5165269,126.8474476)"
1087,9,일반,서울특별시 양천구 신월동 928-1,서울특별시 양천구 지양로 ,우성상가,,0,0,0,1805.6,956.92,4994.13,2905.89,53,160.94,철근콘크리트구조,판매시설,(철근)콘크리트,1,4,16.8,0,0,29,19,0,0,0,0,0,1,0,1987-12-23,,1988-09-15,,0,0,,0,,0,37.5226722,126.8336294,"(37.5226722,126.8336294)"
1088,10,집합,서울특별시 양천구 신월동 987-1,서울특별시 양천구 신월로 ,신월시영아파트,상가동,0,43,0,0,859.02,3304.26,2351.13,0,0,철근콘크리트구조,판매시설,(철근)콘크리트,1,3,0,0,0,0,0,0,0,0,0,0,0,0,1985-12-13,,1988-04-30,,0,0,,0,,0,37.5179319,126.8361153,"(37.5179319,126.8361153)"
